fecha_registro,caja,base,retefuente,iva,reteiva,total,concepto
2022-11-16,Efectivo,993000,0,0,0,993000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-62-S102^2021-10-01
2022-11-17,Efectivo,605000,0,0,0,605000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-62-S112^2015-04-01
2022-11-17,Efectivo,493000,0,0,0,493000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-62-S214^2018-10-01
2022-11-17,Efectivo,1065000,0,0,0,1065000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-62-O1^2015-01-01
2022-11-17,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-62-S312^2017-06-01
2022-11-18,Efectivo,2000000,0,0,0,2000000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-68^1999-02-01
2022-11-18,016-033-722,476000,0,0,0,476000,Canon Mensual Arriendo Inmueble^2022-10-21_A6N-13N-62-S209^2006-03-21
2022-11-18,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-62-S308^2022-07-01
2022-11-21,Efectivo,323000,0,0,0,323000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-62-S318^2021-08-01
2022-11-21,Efectivo,1930000,0,366700,0,2296700,Canon Mensual Arriendo Inmueble^2022-11-01_K1-17-53^2017-06-01
2022-11-21,003-193-745,1150000,40250,218500,32775,1295475,Canon Mensual Arriendo Inmueble^2022-11-01_C18-1N-33^2021-10-01
2022-11-21,5911012873,1917000,67095,163409,0,2013314,Canon Mensual Arriendo Inmueble^2022-10-15_K1-17-43^2017-07-15
2022-11-21,5911012873,0,0,200821,0,200821,Canon Mensual Arriendo Inmueble^2022-11-15_K1-17-43^2017-07-15
2022-11-21,003-193-745,2537500,0,0,0,2537500,Canon Mensual Arriendo Inmueble^2022-11-01_C18-1N-41^2021-02-01
2022-11-21,003-193-745,464000,101500,551000,0,913500,Canon Mensual Arriendo Inmueble^2022-12-01_C18-1N-41^2021-02-01
2022-11-25,Efectivo,150000,0,0,0,150000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-68^1999-02-01
2022-11-28,Efectivo,480000,0,0,0,480000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-62-S322^2021-01-01
2022-11-29,Efectivo,1520000,0,288800,0,1808800,Canon Mensual Arriendo Inmueble^2022-11-01_K1-17-37^2012-02-01
2022-11-30,Efectivo,570000,0,0,0,570000,Canon Mensual Arriendo Inmueble^2022-11-01_A6N-13N-68^1999-02-01
2022-11-30,Efectivo,780000,0,0,0,780000,Canon Mensual Arriendo Inmueble^2022-12-01_A6N-13N-62-S302^2021-08-01
2022-11-30,Efectivo,372000,0,0,0,372000,Canon Mensual Arriendo Inmueble^2022-11-13_A6N-13N-62-S321^1996-08-13
